Date,DI_25_Return_Log,DI_26_Return_Log,DI_27_Return_Log,DI_28_Return_Log,DI_29_Return_Log,DI_30_Return_Log,DI_31_Return_Log,DI_32_Return_Log,DI_33_Return_Log,DI_35_Return_Log,DAP25_Return_Log,DAP26_Return_Log,DAP27_Return_Log,DAP28_Return_Log,DAP30_Return_Log,DAP32_Return_Log,DAP35_Return_Log,DAP40_Return_Log,WDO1_Return_Log,IBOV_Return_Log,TREASURY_Return_Log,S&P_Return_Log
2020-01-29,0.001624664742354939,0.0016340834764924275,0.0015470015941218564,0.0013680329114994989,0.0010949589165206806,0.0007289238500066417,0.00027246382114747215,,0.00027951505187320423,0.0002849550155984378,0.002805259796231587,0.00342039211799351,,0.0027347521180568907,0.0033123332042609894,,0.007617430176321919,,0.004697598751879912,-0.011437062187277858,0.007803574724612535,0.00179838256074044
2020-01-30,-0.0006851612128523415,-0.0005860353879868287,-0.0003933943628982571,0.0002590271736997211,0.001094122132185244,0.0011891491987096555,0.0012862410246657608,,0.001477976384206506,0.001665738420746722,-0.0007879895035657748,0.0008807208959619359,,0.0019081807575783891,0.000268878702037834,,-0.002656538142208777,,0.010295867362400948,0.0017048974484347697,0.012559445886936044,0.01570602267001323
2020-01-31,-0.00022226810930251357,-0.0003078638314035281,-0.00039277279933915005,-0.00047928651490024694,-0.0005654147353910887,0.0002673006785265273,0.0012856403091743313,,0.001477276069333975,0.001665281728828141,-0.0018107256870183387,-0.0010213877463326768,,-0.001391207778311867,-0.0027711199637789237,,-0.0011878841704830439,,0.001182570374309188,-0.014958092978852729,0.0037965711714266497,-0.01807609060397922
2020-02-01,,,,,,,,,,,,,,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,0.0020793807879134147,0.0027366484296181964,0.0034794376709712557,0.003947574970089077,0.004408459834317747,0.0039491845885948566,0.0033097605034533126,,0.0038711995402811133,0.004425159739034501,0.0017736521659770326,0.002145528735815966,,0.0019055872444663957,0.0033076482910380975,,0.00321111766001696,,2.608992114763138e-05,0.0072320814694372786,-0.0052126419530118245,0.016527610271100727
2020-02-05,0.002998409371824267,0.004119024778467671,0.0054150927114520915,0.0072686659357717835,0.0093862572475561,0.011045422303695032,0.012943229544207813,,0.01526194220543817,0.017555981473055385,0.0017717596845225002,0.0034099388689810047,,0.00519947375223869,0.008370509772189857,,0.007609380607096454,,0.0008878267190313948,0.004629099128296977,-0.001742249912550606,0.010914673889341194
2020-02-06,-0.00390740584502165,-0.004464011534584233,-0.0049175007293716455,-0.00565302590078956,-0.006379977588188483,-0.005546871884538874,-0.004300489019766158,,-0.005126063591641534,-0.005945183149019808,-0.0012966348973883217,-0.0016550689859085334,,-0.003861848983858801,-0.001759537968638867,,-0.00265613505366154,,0.005103022286174723,-0.009375217180576562,0.005223278439586128,0.00862243885085116
2020-02-07,-0.002519664522624895,-0.0036251766534006954,-0.004907639065382383,-0.00601115661109393,-0.007197116512987108,-0.008482939379060467,-0.009865984046404033,,-0.011707400953135591,-0.013532808572425163,-0.00159382795190231,-0.003726490469649518,,-0.0030214819223799414,-0.002567995209375602,,-0.003464422151657549,,0.009378942750889227,-0.012571199760531056,0.01332023219475843,0.0041327342109030085
2020-02-08,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,,,,,,,,,,,,,,,,,,,,,,
2020-02-11,0.003907751817581668,0.004108580422605629,0.004114163429091982,0.005043472121891101,0.006056398848879058,0.006703190624611026,0.007355773420599097,,0.008657921549603141,0.009945411066071524,0.0027400537306234304,0.0020918398559427037,,0.0026760834933036,0.004265928091968707,,0.0046251489239696394,,0.002890639114427869,0.021660168112065212,0.00015164549289498584,0.004231821045592098
2020-02-12,0.00206896354748054,0.002393860872298981,0.002179104243434076,0.0020935929160550517,0.0019124554362996578,0.0025591205613614424,0.003301534881959933,,0.0038636789765657104,0.004418599726343884,0.00426556331137366,0.003982695972653102,,0.0043172737538734645,0.00527465175060374,,0.006087870363080287,,0.0014551878671161095,0.013636692348951445,-0.0009331581451830879,0.008356116823192747
2020-02-13,-0.0020595040567833577,-0.0025190805333772906,-0.0029724615427405665,-0.0030624620627915143,-0.0030560583767992294,-0.00204249020778763,-0.0007518581217965618,,-0.0009295222482624109,-0.0011077466284791229,-0.0008340227737479848,-0.0004373918301295225,,0.00020614241984319513,-0.002819897321844679,,-0.00416879617379775,,-0.0005991281070897632,-0.0055561891075476535,-1.6978045004111565e-06,-0.0024495412770979006
2020-02-14,0.0057318205003740125,0.006583212677033725,0.007325609181553113,0.007613791166683288,0.007705169027158454,0.007617003892670774,0.007350547159552982,,0.008653688974344768,0.009942030356174482,0.004261286490111838,0.005242206687172632,,0.00842655768143786,0.007296254707829796,,0.010482714540295283,,-0.00898590848797401,-0.011084134160796219,-0.0073148472887733795,-0.007135495317965844
2020-02-15,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,-0.0011425409027073913,-0.0011391897894683035,-0.0010403246140158488,-0.0012203635315950782,-0.0013984700979145011,-0.00249935651356983,-0.003785961020352251,,-0.00451911766846931,-0.005247096587175638,-0.0008472136397813594,-0.0023428397586636824,,-0.004737868029959238,0.002221418472332188,,0.00021111212590158593,,0.006541080251764607,-0.003559921846904003,0.008210115840753464,0.0019511995258129548
2020-02-19,0.0016027413854955118,0.0016148297897916406,0.001530420918671809,0.0009861534785503884,0.0002558089070227662,-0.001119340795092018,-0.002770684716169759,,-0.0033186896352138885,-0.003863379301898524,0.003221956131098913,0.00395971211349778,,0.004296410662151666,0.004243602550878173,,0.0060698206330646945,,0.0021307630823032943,0.013780160205237361,0.0011775875633261682,0.007458978159575311
2020-02-20,-0.0011402912469700823,-0.0016873430643736566,-0.0023224952060425224,-0.003054175379676082,-0.003872905501682352,-0.003870601345111955,-0.003777615734814451,,-0.004510535088753015,-0.005238004535104716,-0.00033969267656652893,-0.0010822289787267827,,-0.002271966156980851,-0.0008127445548252647,,-0.004182125123643424,,0.005674577149779269,-0.017569998101383606,0.008412701852043751,0.0017551785291524348
2020-02-21,-0.0025060492081771042,-0.0030575892125370907,-0.0036009582450685974,-0.004516429921468429,-0.005516666655433569,-0.006615482429786657,-0.0078097903797753375,,-0.00928170375277879,-0.010740826708184673,-0.0008219905283266398,-0.0035713689841678866,,-0.003064160543960889,-0.006844923125926831,,-0.00707964982021198,,-0.0009436433915157861,-0.009121323631890029,0.002260348155927344,-0.01159590993335609
2020-02-22,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,0.0034227948250798042,0.0038084212210680313,0.004092079219683141,0.003919969532482426,0.003557478024390619,0.0034701546540219295,0.003294153749605306,,0.0038547805073636068,0.004408392586617386,0.001191136495869699,0.002071400559628299,,-0.00061708561288546,-0.0007982676242510594,,-0.0012387976498608386,,0.007577329062430897,-0.02681959421821835,0.00991842854508772,-0.03646318120296019
2020-02-28,-0.000673543750365355,-0.0035339390242576196,-0.0035825950818658124,-0.003763831510835073,-0.0038472242331117697,-0.0043025308287875305,-0.0047591832827389,,-0.005674706822223476,-0.006583442532139334,0.0006856190958405327,0.0014441704713955296,,0.003474252673365092,-0.0007955336712418356,,0.00022393929350848305,,0.005767818951661156,0.007732307507893093,,0.00317008840883135
2020-02-29,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,0.00295771351841774,0.0027042061695961204,0.002165487322761046,0.0013513347657785218,0.00025998645087121984,-0.00019402966571624197,-0.0007389177698634719,,-0.0009164766679032019,-0.0010945047366387373,0.003716498745926444,0.0033212890504446023,,0.0034702389160948047,0.0012161244385745162,,0.0016817709280844651,,0.005951459037884319,-0.01441105609537046,0.010682337357142226,-0.021997096896326587
2020-03-04,0.0024997490754202906,0.002153848834521496,0.001524311413531903,0.0020822600151566926,0.002727735115657558,0.0016348705583151624,0.00026860983381268405,,0.0002755652656132664,0.0002808365426268875,0.004217852114143212,0.00394461890943826,,0.004284738628605064,0.004234952441012859,,0.00021936131996637797,,0.01394136580051897,0.01936400400174214,0.015781292722525996,0.052373043300415034
2020-03-05,-0.010221746258942782,-0.011797212018201303,-0.01124953911811056,-0.013266683313809412,-0.015352025490402689,-0.016630882411130605,-0.01782725918315485,,-0.021143088071235275,-0.024428324877305896,-0.005898180667248218,-0.007341493014860032,,-0.010430137029438243,-0.00482614247184373,,-0.009991722803865526,,0.014716510227564211,-0.05027858988017146,0.018614784426628898,-0.018394236860055344
2020-03-06,-0.0006744774678767107,-0.0011212281658864634,-0.0016614352941749816,-0.0012003485829943043,-0.0005545741930126713,-0.000186119091110487,0.00027526538234938676,,0.00028211884827787756,0.0002874087358875019,-0.0018479104389601988,-0.0016950768676783337,,-0.0030671155881343616,-0.004821739607974376,,-0.005609311374109754,,-0.001917789034308809,-0.04006054343109943,0.008215908904876643,-0.018640586763768716
2020-03-07,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,0.007467647832422101,0.007597387121587785,0.007249385214586399,0.007538883066891001,0.007632145710728354,0.004098469207685901,-0.00020664772985616285,,-0.0002914724139111753,-0.0003770246095142347,0.0032018074846235887,0.0020676167274163385,,0.004278433062661887,0.001223096249845787,,0.0016890628675596583,,-0.019724465898769736,0.06696789820035134,-0.032920214872368916,0.022728850353569623
2020-03-11,-0.0312575384148167,-0.039300516994914436,-0.047808237085271474,-0.05293029310898279,-0.057500901511053915,-0.06193309282096038,-0.06590075021457226,,-0.07806949581504333,-0.09011966014901819,-0.024532810620820484,-0.03624483199062137,,-0.04840338015559611,-0.044936969857436414,,-0.06705385298018376,,0.020265121153657327,-0.08138357421905144,0.018560490167202084,-0.027303295765452155
2020-03-12,-0.05896446677944738,-0.06971410061362214,-0.07986125190604496,-0.09073309779001495,-0.10125975548606728,-0.11257122085091795,-0.12394970505000728,,-0.14681120537810502,-0.16944807022571884,-0.048439938270426953,-0.0502819831444643,,-0.060878168037195854,-0.054403050285214735,,-0.06892470644545695,,0.013232340910789009,-0.16246069556651055,0.01220845724404019,-0.09161955360795088
2020-03-13,0.046973383354164934,0.05600086296267774,0.06472246978945122,0.0726168083718219,0.08001856056412363,0.0893533250278864,0.09883378922090773,,0.11696901398761703,0.13492269572714025,0.04197938500744878,0.05825919756065533,,0.0711512915785778,0.0749433271655637,,0.09558040192116529,,0.006371984673365419,0.1365649150887454,-0.0007116975616301747,0.0889071050647545
2020-03-14,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,0.02218487935337972,0.02479554171502092,0.02671012970446454,0.028377421083171216,0.029449217943461056,0.03180859733769318,0.03400784599570705,,0.040220096900662736,0.046369168006834535,0.012628424751315473,0.009459092128327646,,0.013922697900829421,0.0091704201080964,,0.00889337529142355,,-0.0048674305442457065,0.0599757945322257,-0.020044128123015946,0.023853435710083956
2020-03-18,-0.06336587276022775,-0.06943392274101795,-0.07299577423115948,-0.08357420144728019,-0.0939905271260896,-0.10273824255232904,-0.11118902784827527,,-0.13173169306339103,-0.15207236006359287,-0.05434201150791937,-0.0466119404371865,,-0.036051298810557124,-0.04847351246090786,,-0.07907900273154672,,0.0456615781199189,-0.11516855899585925,0.03223389385030388,0.018184235341895217
2020-03-19,0.0020727936425263597,0.0008504474010052585,-0.0009195906013497088,-2.1184898326683405e-05,0.0011452987107615593,0.003466876531277047,0.006242541159324581,,0.007335416681829992,0.008415524699561272,0.002674807992838913,0.0057337268222451485,,0.0018214600140104107,0.0012147929523476948,,-0.011257588137400224,,-0.023433371397537397,0.012964235786714474,-0.014962369732628482,-0.04288394799478077
2020-03-20,-0.011597394320790367,-0.015628942615169936,-0.020171324711934648,-0.021355689134562244,-0.02205336186696794,-0.026786710437174906,-0.03198768290147032,,-0.03794547150536126,-0.04384651147751469,-0.00471217603880205,-0.009594672643414497,,-0.013429127508244284,-0.004727426373160442,,-0.00837244262262156,,-0.01642283028247015,-0.006886372765505767,-0.00527667126908917,0.012912451219417831
2020-03-21,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,0.01699209362065944,0.020958527735308163,0.025052099914719825,0.025113787016433527,0.024238293573430596,0.025598619755280626,0.026709273147346432,,0.03157663854599188,0.036394157270840145,0.015902129081334298,0.018528486835155327,,0.02418629599747984,0.01996983225333441,,0.030334953199515166,,-0.008882447889430024,0.10236072767871464,-0.014324022217667511,0.08301179233015456
2020-03-25,0.03865093455744832,0.04521466847376046,0.05121924130979355,0.05861524970014995,0.06590049174320024,0.07015317090060003,0.07382430699435996,,0.08739548441194582,0.1008299368646974,0.02084424582116643,0.018558342026774418,,0.024232330249960177,0.02790686816784718,,0.03612582547944443,,-0.018370808498832818,0.0682868521661242,-0.019167033242204923,0.0002036915167491536
2020-03-26,0.01888687260382947,0.024865569722143332,0.031506979981480124,0.03855407313794161,0.04616031594358419,0.054892501868435445,0.06438941518464122,,0.0762266712725789,0.08794464480905886,0.012510009004550269,0.021656650154408735,,0.03231447309666628,0.021018473063469927,,0.020361347417542797,,0.0012521233365821011,0.03777298972155297,0.004092047012929382,0.05756097643773606
2020-03-27,0.0033747757644014727,0.005367620921844378,0.007799733292924147,0.008183896604957058,0.008372270589070868,0.006591268107557569,0.0042700763630421235,,0.005007347488726242,0.005735754979804076,0.005120747756912038,0.00019653886190461027,,-0.005420930644054757,0.002196134021690192,,-0.004082382022751456,,0.01328149170131676,-0.06198135293073348,0.017131497851812623,-0.027857409809389937
2020-03-28,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,0.0002592247993699983,0.0016136218075583398,0.0034164362270110754,0.004238802983313156,0.005143662205641021,0.005691493197149774,0.006244048558410231,,0.007347486908883909,0.008438253291262547,0.0021563035803791996,0.002645703222092812,,-0.0006028113559176381,-0.005727997787325581,,-0.009822590307576507,,0.003724201711002384,-0.02475024573131991,0.002710925253535646,-0.009478900507408149
2020-04-01,-0.009487216276131064,-0.013356909207846136,-0.015331533885382012,-0.014379258721993485,-0.012586936055889559,-0.011345984477983772,-0.009565532084718009,,-0.01138547791814252,-0.013189561412983254,-0.0012945431303054847,-0.00777751643881002,,-0.009426682219685819,-0.0027528134892704404,,-0.01411375384969252,,0.012609871226736513,-0.02637940839358957,0.0147476476450369,-0.0387446957934117
2020-04-02,0.0011517769358887415,0.00028321077492362944,-0.0009517673230826627,-0.0036276717128545044,-0.006929742110431198,-0.010428172516347511,-0.014478025519924687,,-0.017208658505850415,-0.01991397839961155,0.0006763847012084245,-0.002253011620938318,,-0.0013974061463766397,-0.004726572821912161,,-0.0069285695852731215,,0.002647939351093663,0.017118102074746185,0.0019735351242176533,0.030245621935291764
2020-04-03,-0.010768060402958479,-0.013030289035274875,-0.015264086001109935,-0.01823843280419748,-0.021358616185023254,-0.023794708117226546,-0.02624610518879027,,-0.031157697909766875,-0.03602182276497471,-0.005713832239000236,-0.008969368767153835,,-0.009399224274519722,-0.013604057613687798,,-0.022665849850356582,,0.00808355190077677,-0.03906597659196763,0.009881911706273633,-0.005418678532170142
2020-04-04,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,0.005120981990116577,0.006407300675623909,0.0065212261172237895,0.007438458121538406,0.008341674323974925,0.009250015246504832,0.010165470350248177,,0.011995665979961783,0.013805735697722664,0.003622090658049577,0.0038620258819770372,,0.0050079827538011285,0.009103706344226154,,0.007399290157894907,,-0.012621778626900658,0.028901170366130106,-0.01624087459033813,-0.018095039435627763
2020-04-08,0.006882799576604037,0.008003723164229938,0.009010593658418007,0.009579210810816256,0.009948656855499062,0.01014470473726248,0.010167348891961839,,0.01199931753796279,0.013810979884197392,0.0055841393293077635,0.007526622586137204,,0.009009007319562522,0.011080459036493106,,0.00883059799247837,,-0.013327777406004838,0.0313344257800256,-0.013781086735003724,0.021267452367806187
2020-04-09,0.008206132955916389,0.009603153814789964,0.009635265877150028,0.010652288228697121,0.011558609866545612,0.012830797401366422,0.014112237515795725,,0.01667684086555918,0.019214230634463775,0.009172948276954725,0.010854986718602,,0.011873363378435732,0.006787319876335435,,0.008488878876061446,,-0.01085660087162797,-0.010383168742568153,-0.007913395044791362,0.005372958855648969
2020-04-10,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,0.007318567613798891,0.008801354792612397,0.009634060254452317,0.011009604311897696,0.012363217330505315,0.012384832256076653,0.012142453745131693,,0.014344581379888094,0.016522853810830452,0.007525555761259758,0.006281308717745044,,0.008188251356591052,0.010074818568253029,,0.011675171177262942,,0.0010228793901995027,0.013083769201662938,0.0020406256119162424,0.030923808388205902
2020-04-15,0.004664199821382069,0.0029300874849155414,0.008387494994288364,0.009224531649882958,0.009952888032800238,0.011045816696091755,0.012146967415476436,,0.014351552588726668,0.016532300100689228,0.003587012315442541,0.0038303233985513456,,0.005782870828881824,0.007108673811330962,,0.011677862217111958,,0.011959787740661861,-0.006715689055077187,0.018719617631128664,-0.012249297729803071
2020-04-16,0.0073143128052418765,0.01307206267351885,0.010886591647852599,0.01388028531979046,0.01720920439986979,0.01912121068497817,0.021046498928415848,,0.024904745486205068,0.028722931739629698,0.006482435920136541,0.007447645378208741,,0.008935142283597057,0.0189344321664333,,0.03315120068613367,,0.0034326010610604444,-0.017175000753588958,0.003993683440300329,0.007926990648899757
2020-04-17,0.0015618492100997168,0.001854364527278755,0.0033895689168012685,0.0042144473062476415,0.005121676970293355,0.005402856343703966,0.008205068015857533,,0.009681278602977928,0.011141059372431797,0.0030360439949062555,0.004997930659715802,,0.007332827926910478,0.005076749597845569,,0.010205033297405646,,-0.002262023844322722,0.014526560523185997,-0.004733576552905574,0.026904869140969942
2020-04-18,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,-0.017419139939104527,-0.020534789959748695,-0.023417312770787405,-0.0247311916376258,-0.025452788494642636,-0.027457528576225132,-0.02930371920143886,,-0.0348000343528615,-0.04024355238716655,-0.013166402515239954,-0.010900580094677904,,-0.02627118722617319,-0.01570620016963938,,-0.02283128527980934,,0.01690176631909049,-0.012717445593876721,0.016677356257673092,0.013938801188433476
2020-04-24,-0.058774240518795096,-0.07261418872570301,-0.08680400637574154,-0.09605265920947538,-0.10421814431465956,-0.11513935037957909,-0.1259829277072439,,-0.14946961328314395,-0.17272440475449888,-0.0374677345335507,-0.04124267598670392,,-0.050782516376692385,-0.05603938819539989,,-0.07568870078973226,,0.03493666589355619,-0.057319174992731044,0.03561046391412157,0.05249583177718338
2020-04-25,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,0.03864567075197165,0.04612288446304178,0.05329952951712327,0.05755343230246462,0.060795945173532685,0.0659405658511212,0.07062913748456896,,0.08372094735773337,0.09668030352372636,0.016635509684294465,0.023162703011467865,,0.03114086163538955,0.03360822687509744,,0.05450945252753382,,-0.03471743341079645,0.039200583987862865,-0.03212876433672321,-0.035327588147529274
2020-04-29,0.008132784702216211,0.011381787401997401,0.015141667391402524,0.01661962536220758,0.017883580082967077,0.005648603376595182,0.012077030893300608,,0.014272915118016233,0.016445469226888908,0.005665577148578709,0.006635541739844608,,0.009716060402724474,0.005280290574712119,,0.009416491368399386,,-0.024875121990584125,0.024299467796789237,-0.025212551121977483,0.0005211553187789577
2020-04-30,-0.0015027767376212188,-0.0018488354522285856,-0.0021942024053922997,-0.0018361568802014907,-0.001294763785822516,0.0034227787174198787,0.009139155892954845,,0.010789810345695523,0.012421770791499177,1.711026221016502e-05,-0.005437812844052328,,-0.00394362030268068,-0.004882784214511531,,-0.00852947634827168,,0.009632386193789044,-0.03600344959467926,0.010307130636562205,-0.008553052347489206
2020-05-01,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,,,,,,,,,,,,,,,,,,,,,,
2020-05-03,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,0.005491882362452984,0.004758735215066718,0.003375560323847791,0.00029669031201586145,-0.003683088367309934,-0.004131995694842121,-0.004580504297891445,,-0.00548630593954144,-0.006384825568652449,0.0009904995657498878,-0.001181497802715235,,0.0008377003263499092,-0.006835105551676418,,0.0014996511229159928,,0.005876982031146635,0.006703316265465677,0.005089444377243417,0.017489675212965787
2020-05-06,0.004178491791320924,0.004756176444462139,0.006462935030713586,0.007735552204894737,0.009081806662852021,0.009193505049398146,0.009129925662806019,,0.010780225965630936,0.012412599485350607,0.0019594636772054656,-0.002389770526969392,,0.0032212810254977544,-0.0009311090154557641,,-0.0013622586296003266,,0.01834186014111317,-0.005174737230235634,0.01608884456438602,0.009645007328707598
2020-05-07,-0.005423043853624077,-0.008173670946349064,-0.013293949216800225,-0.016337128462867546,-0.019615711283149984,-0.022758503558806594,-0.026089325362317665,,-0.03100902966378853,-0.0358817295887665,-0.002406086336567361,-0.0060107669168370514,,-0.012661230918809236,-0.014671073050355057,,-0.01851133798707964,,0.026779541389905827,-0.008378963565446622,0.032178275221777936,0.04479174472243187
2020-05-08,0.006351289818894696,0.007385414481911649,0.008303301119000338,0.009138262907702564,0.009863856991410092,0.00917901908828676,0.008138066942523293,,0.00960379317130194,0.011052761220019502,0.007989627592411699,0.0065302989507470596,,0.0024660715003639246,-0.0006954072304705727,,0.0021767604883697637,,-0.0148858024739573,0.024333018648169787,-0.01735624486982169,7.964411367974252e-05
2020-05-09,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,-0.011051921556290135,-0.01444581020489214,-0.01816112855650423,-0.020502108894917454,-0.022709138852093688,-0.03237198236343279,-0.035704319081433886,,-0.04242810643406219,-0.04908654177284999,-0.004393296077774315,-0.006053866684761464,,-0.011880087486199998,-0.02346004291665907,,-0.02278728477504511,,0.008820337822316927,-0.014145588930614482,0.01118435827494924,-0.017418341107795294
