Resume as transações realizadas em derivativos durante um pregão, incluindo volumes e valores.

Instrumento financeiro;Código ISIN;Segmento;Preço de abertura;Preço mínimo;Preço máximo;Preço médio;Preço de fechamento;Oscilação;Ajuste;Ajuste de referência;Preço de referência;Variação;Valor do ajuste por contrato (R$);Última oferta de compra;Última oferta de venda;Quantidade de negócios;Quantidade de contratos;Volume financeiro
BGIF26C030000;BRBMEFBC00K0;AGRIBUSINESS;-;-;-;-;-;-;-;-;20,5;-;-;-;-;-;-;-
BGIF26C035000;BRBMEFBC00L8;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P030000;BRBMEFVBFZY5;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P035000;BRBMEFVBFZZ2;AGRIBUSINESS;-;-;-;-;-;-;-;-;29,25;-;-;-;-;-;-;-
BGIG26C025000;BRBMEFCBGSX0;AGRIBUSINESS;-;-;-;-;-;-;-;-;71,87;-;-;-;-;-;-;-
BGIG26C035000;BRBMEFCBGSY8;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,21;-;-;-;-;-;-;-
BGIG26P025000;BRBMEFVBGSX0;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIG26P035000;BRBMEFVBGSY8;AGRIBUSINESS;-;-;-;-;-;-;-;-;26,86;-;-;-;-;-;-;-
BGIK26C025000;BRBMEFCBKZZ2;AGRIBUSINESS;-;-;-;-;-;-;-;-;70,57;-;-;-;-;-;-;-
BGIK26C035000;BRBMEFKB0007;AGRIBUSINESS;-;-;-;-;-;-;-;-;2,73;-;-;-;-;-;-;-
BGIK26P025000;BRBMEFBK0031;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,02;-;-;-;-;-;-;-
BGIK26P035000;BRBMEFBK0049;AGRIBUSINESS;-;-;-;-;-;-;-;-;27,45;-;-;-;-;-;-;-
BGIF26C033200;BRBMEFBC00M6;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,15;-;-;-;-;-;-;-
BGIF26P033200;BRBMEFBF0004;AGRIBUSINESS;-;-;-;-;-;-;-;-;11,49;-;-;-;-;-;-;-
BGIF26C032500;BRBMEFBC00N4;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,81;-;-;-;-;-;-;-
BGIF26C037000;BRBMEFBC00O2;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P032500;BRBMEFBF0012;AGRIBUSINESS;-;-;-;-;-;-;-;-;5,19;-;-;-;-;-;-;-
BGIF26P037000;BRBMEFBF0020;AGRIBUSINESS;-;-;-;-;-;-;-;-;49,16;-;-;-;-;-;-;-
BGIF26C033500;BRBMEFBC00P9;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,05;-;-;-;-;-;-;-
BGIF26P033500;BRBMEFBF0038;AGRIBUSINESS;-;-;-;-;-;-;-;-;14,38;-;-;-;-;-;-;-
BGIF26C027000;BRBMEFBC00Q7;AGRIBUSINESS;-;-;-;-;-;-;-;-;50,35;-;-;-;-;-;-;-
BGIF26P027000;BRBMEFBF0046;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26C032000;BRBMEFBC00R5;AGRIBUSINESS;2,5;2,5;2,5;2,5;2,5;66,66;-;-;2,6;-;-;-;-;1;50;41250
BGIF26P032000;BRBMEFBF0053;AGRIBUSINESS;-;-;-;-;-;-;-;-;2;-;-;1,75;-;-;-;-
BGIF26C034500;BRBMEFBC00S3;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P034500;BRBMEFBF0061;AGRIBUSINESS;-;-;-;-;-;-;-;-;24,28;-;-;-;-;-;-;-
BGIF26C031500;BRBMEFBC00T1;AGRIBUSINESS;-;-;-;-;-;-;-;-;6,14;-;-;-;-;-;-;-
BGIF26C034000;BRBMEFBC00U9;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P031500;BRBMEFBF0079;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,57;-;-;-;-;-;-;-
BGIF26P034000;BRBMEFBF0087;AGRIBUSINESS;-;-;-;-;-;-;-;-;19,31;-;-;-;-;-;-;-
BGIH26C032700;BRBMEFCBHQ16;AGRIBUSINESS;-;-;-;-;-;-;-;-;5,7;-;-;-;-;-;-;-
BGIH26C035200;BRBMEFCBHQ24;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,92;-;-;-;-;-;-;-
BGIH26P032700;BRBMEFVBHQ13;AGRIBUSINESS;-;-;-;-;-;-;-;-;9,69;-;-;-;-;-;-;-
BGIH26P035200;BRBMEFVBHQ21;AGRIBUSINESS;-;-;-;-;-;-;-;-;29,25;-;-;-;-;-;-;-
BGIK26C030000;BRBMEFKB0015;AGRIBUSINESS;-;-;-;-;-;-;-;-;25,4;-;-;-;-;-;-;-
BGIK26P030000;BRBMEFBK0056;AGRIBUSINESS;-;-;-;-;-;-;-;-;2,49;-;-;-;-;-;-;-
BGIF26C033000;BRBMEFBC00V7;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,24;-;-;-;1;-;-;-
BGIF26P033000;BRBMEFBF0095;AGRIBUSINESS;-;-;-;-;-;-;-;-;9,59;-;-;-;-;-;-;-
BGIF26C029500;BRBMEFBC00W5;AGRIBUSINESS;-;-;-;-;-;-;-;-;25,47;-;-;-;-;-;-;-
BGIF26C031000;BRBMEFBC00X3;AGRIBUSINESS;-;-;-;-;-;-;-;-;10,69;-;-;-;-;-;-;-
BGIF26C036500;BRBMEFBC00Y1;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P029500;BRBMEFBF00A4;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P031000;BRBMEFBF00B2;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,14;-;-;-;-;-;-;-
BGIF26P036500;BRBMEFBF00C0;AGRIBUSINESS;-;-;-;-;-;-;-;-;44,18;-;-;-;-;-;-;-
