Resume as transações realizadas em derivativos durante um pregão, incluindo volumes e valores.

Instrumento financeiro;Código ISIN;Segmento;Preço de abertura;Preço mínimo;Preço máximo;Preço médio;Preço de fechamento;Oscilação;Ajuste;Ajuste de referência;Preço de referência;Variação;Valor do ajuste por contrato (R$);Última oferta de compra;Última oferta de venda;Quantidade de negócios;Quantidade de contratos;Volume financeiro
BGIG26C025000;BRBMEFCBGSX0;AGRIBUSINESS;-;-;-;-;-;-;-;-;93,28;-;-;-;-;-;-;-
BGIG26C029400;BRBMEFCBGTT6;AGRIBUSINESS;-;-;-;-;-;-;-;-;49,62;-;-;-;-;-;-;-
BGIG26C029500;BRBMEFCBGTD0;AGRIBUSINESS;-;-;-;-;-;-;-;-;48,62;-;-;-;-;-;-;-
BGIG26C030000;BRBMEFCBGTG3;AGRIBUSINESS;-;-;-;-;-;-;-;-;43,66;-;-;-;-;-;-;-
BGIG26C030500;BRBMEFCBGT97;AGRIBUSINESS;-;-;-;-;-;-;-;-;38,7;-;-;-;-;-;-;-
BGIG26C030600;BRBMEFCBGT30;AGRIBUSINESS;-;-;-;-;-;-;-;-;37,71;-;-;-;-;-;-;-
BGIG26C030900;BRBMEFCBGSZ5;AGRIBUSINESS;-;-;-;-;-;-;-;-;34,73;-;-;-;-;-;-;-
BGIG26C031000;BRBMEFCBGT55;AGRIBUSINESS;-;-;-;-;-;-;-;-;33,74;-;-;-;-;-;-;-
BGIG26C031350;BRBMEFCBGTF5;AGRIBUSINESS;-;-;-;-;-;-;-;-;30,27;-;-;-;-;-;-;-
BGIG26C031400;BRBMEFCBGTU4;AGRIBUSINESS;-;-;-;-;-;-;-;-;29,77;-;-;-;-;-;-;-
BGIG26C031500;BRBMEFCBGT63;AGRIBUSINESS;-;-;-;-;-;-;-;-;28,78;-;-;-;-;-;-;-
BGIG26C031800;BRBMEFCBGTQ2;AGRIBUSINESS;-;-;-;-;-;-;-;-;25,81;-;-;-;-;-;-;-
BGIG26C031900;BRBMEFCBGTR0;AGRIBUSINESS;-;-;-;-;-;-;-;-;24,82;-;-;-;-;-;-;-
BGIG26C032000;BRBMEFCBGT14;AGRIBUSINESS;-;-;-;-;-;-;-;-;23,83;-;-;-;-;-;-;-
BGIG26C032200;BRBMEFCBGTS8;AGRIBUSINESS;-;-;-;-;-;-;-;-;21,87;-;-;-;-;-;-;-
BGIG26C032300;BRBMEFCBGTP4;AGRIBUSINESS;-;-;-;-;-;-;-;-;20,89;-;-;-;-;-;-;-
BGIG26C032400;BRBMEFCBGTV2;AGRIBUSINESS;-;-;-;-;-;-;-;-;19,91;-;-;-;-;-;-;-
BGIG26C032500;BRBMEFCBGTA6;AGRIBUSINESS;-;-;-;-;-;-;-;-;18,94;-;-;-;-;-;-;-
BGIG26C032700;BRBMEFCBGTO7;AGRIBUSINESS;-;-;-;-;-;-;-;-;17,02;-;-;-;-;-;-;-
BGIG26C032800;BRBMEFCBGTI9;AGRIBUSINESS;-;-;-;-;-;-;-;-;16,08;-;-;-;-;-;-;-
BGIG26C032900;BRBMEFCBGT06;AGRIBUSINESS;-;-;-;-;-;-;-;-;15,13;-;-;-;-;-;-;-
