Resume as transações realizadas em derivativos durante um pregão, incluindo volumes e valores.

Instrumento financeiro;Código ISIN;Segmento;Preço de abertura;Preço mínimo;Preço máximo;Preço médio;Preço de fechamento;Oscilação;Ajuste;Ajuste de referência;Preço de referência;Variação;Valor do ajuste por contrato (R$);Última oferta de compra;Última oferta de venda;Quantidade de negócios;Quantidade de contratos;Volume financeiro
BGIF26C030000;BRBMEFBC00K0;AGRIBUSINESS;-;-;-;-;-;-;-;-;17,75;-;-;-;-;-;-;-
BGIF26C035000;BRBMEFBC00L8;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P030000;BRBMEFVBFZY5;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,02;-;-;-;-;-;-;-
BGIF26P035000;BRBMEFVBFZZ2;AGRIBUSINESS;-;-;-;-;-;-;-;-;31,94;-;-;-;-;-;-;-
BGIG26C025000;BRBMEFCBGSX0;AGRIBUSINESS;-;-;-;-;-;-;-;-;67,13;-;-;-;-;-;-;-
BGIG26C035000;BRBMEFCBGSY8;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,11;-;-;-;-;-;-;-
BGIG26P025000;BRBMEFVBGSX0;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIG26P035000;BRBMEFVBGSY8;AGRIBUSINESS;-;-;-;-;-;-;-;-;31,34;-;-;-;-;-;-;-
BGIK26C025000;BRBMEFCBKZZ2;AGRIBUSINESS;-;-;-;-;-;-;-;-;66,57;-;-;-;-;-;-;-
BGIK26C035000;BRBMEFKB0007;AGRIBUSINESS;-;-;-;-;-;-;-;-;2,16;-;-;-;-;-;-;-
BGIK26P025000;BRBMEFBK0031;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,03;-;-;-;-;-;-;-
BGIK26P035000;BRBMEFBK0049;AGRIBUSINESS;-;-;-;-;-;-;-;-;30,75;-;-;-;-;-;-;-
BGIF26C033200;BRBMEFBC00M6;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,12;-;-;-;-;-;-;-
BGIF26P033200;BRBMEFBF0004;AGRIBUSINESS;-;-;-;-;-;-;-;-;14,18;-;-;-;-;-;-;-
BGIF26C032500;BRBMEFBC00N4;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,59;-;-;-;-;-;-;-
BGIF26C037000;BRBMEFBC00O2;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P032500;BRBMEFBF0012;AGRIBUSINESS;-;-;-;-;-;-;-;-;7,7;-;-;-;-;-;-;-
BGIF26P037000;BRBMEFBF0020;AGRIBUSINESS;-;-;-;-;-;-;-;-;51,81;-;-;-;-;-;-;-
BGIF26C033500;BRBMEFBC00P9;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,05;-;-;0,2;-;-;-;-
BGIF26P033500;BRBMEFBF0038;AGRIBUSINESS;-;-;-;-;-;-;-;-;17,08;-;-;-;-;-;-;-
BGIF26C027000;BRBMEFBC00Q7;AGRIBUSINESS;-;-;-;-;-;-;-;-;47,53;-;-;-;-;-;-;-
BGIF26P027000;BRBMEFBF0046;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26C032000;BRBMEFBC00R5;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,71;-;-;-;-;-;-;-
BGIF26P032000;BRBMEFBF0053;AGRIBUSINESS;-;-;-;-;-;-;-;-;3,85;-;-;1;-;-;-;-
BGIF26C034500;BRBMEFBC00S3;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P034500;BRBMEFBF0061;AGRIBUSINESS;-;-;-;-;-;-;-;-;26,97;-;-;-;-;-;-;-
BGIF26C031500;BRBMEFBC00T1;AGRIBUSINESS;-;-;-;-;-;-;-;-;4,28;-;-;-;-;-;-;-
BGIF26C034000;BRBMEFBC00U9;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P031500;BRBMEFBF0079;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,45;-;-;-;-;-;-;-
BGIF26P034000;BRBMEFBF0087;AGRIBUSINESS;-;-;-;-;-;-;-;-;22,01;-;-;-;-;-;-;-
BGIH26C032700;BRBMEFCBHQ16;AGRIBUSINESS;-;-;-;-;-;-;-;-;4,28;-;-;-;-;-;-;-
BGIH26C035200;BRBMEFCBHQ24;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,68;-;-;-;-;-;-;-
BGIH26P032700;BRBMEFVBHQ13;AGRIBUSINESS;-;-;-;-;-;-;-;-;12,2;-;-;-;-;-;-;-
BGIH26P035200;BRBMEFVBHQ21;AGRIBUSINESS;-;-;-;-;-;-;-;-;32,9;-;-;-;-;-;-;-
BGIK26C030000;BRBMEFKB0015;AGRIBUSINESS;-;-;-;-;-;-;-;-;22,17;-;-;-;-;-;-;-
BGIK26P030000;BRBMEFBK0056;AGRIBUSINESS;-;-;-;-;-;-;-;-;3,19;-;-;-;-;-;-;-
BGIF26C033000;BRBMEFBC00V7;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,2;-;-;0,2;1;-;-;-
BGIF26P033000;BRBMEFBF0095;AGRIBUSINESS;-;-;-;-;-;-;-;-;12,27;-;-;-;-;-;-;-
BGIF26C029500;BRBMEFBC00W5;AGRIBUSINESS;-;-;-;-;-;-;-;-;22,7;-;-;-;-;-;-;-
BGIF26C031000;BRBMEFBC00X3;AGRIBUSINESS;-;-;-;-;-;-;-;-;8,26;-;-;-;-;-;-;-
BGIF26C036500;BRBMEFBC00Y1;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P029500;BRBMEFBF00A4;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P031000;BRBMEFBF00B2;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,46;-;-;-;-;-;-;-
BGIF26P036500;BRBMEFBF00C0;AGRIBUSINESS;-;-;-;-;-;-;-;-;46,84;-;-;-;-;-;-;-
BGIF26C036000;BRBMEFBC00Z8;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P036000;BRBMEFBF00D8;AGRIBUSINESS;-;-;-;-;-;-;-;-;41,87;-;-;-;-;-;-;-
BGIG26C030900;BRBMEFCBGSZ5;AGRIBUSINESS;-;-;-;-;-;-;-;-;10,88;-;-;-;-;-;-;-
BGIG26C032900;BRBMEFCBGT06;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,59;-;-;-;-;-;-;-
BGIG26P030900;BRBMEFVBGSZ5;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,78;-;-;-;-;-;-;-
BGIG26P032900;BRBMEFVBGT03;AGRIBUSINESS;-;-;-;-;-;-;-;-;12,16;-;-;-;-;-;-;-
BGIG26C032000;BRBMEFCBGT14;AGRIBUSINESS;-;-;-;-;-;-;-;-;4,22;-;-;-;-;-;-;-
BGIG26C033000;BRBMEFCBGT22;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,42;-;-;-;-;-;-;-
BGIG26P032000;BRBMEFVBGT11;AGRIBUSINESS;-;-;-;-;-;-;-;-;5,94;-;-;-;-;-;-;-
BGIG26P033000;BRBMEFVBGT29;AGRIBUSINESS;-;-;-;-;-;-;-;-;12,98;-;-;-;-;-;-;-
BGIF26C029000;BRBMEFBC0106;AGRIBUSINESS;-;-;-;-;-;-;-;-;27,67;-;-;-;-;-;-;-
BGIF26P029000;BRBMEFBF00E6;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIG26C030600;BRBMEFCBGT30;AGRIBUSINESS;-;-;-;-;-;-;-;-;13,28;-;-;-;-;-;-;-
BGIG26C034000;BRBMEFCBGT48;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,45;-;-;-;-;-;-;-
BGIG26P030600;BRBMEFVBGT37;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,23;-;-;-;-;-;-;-
BGIG26P034000;BRBMEFVBGT45;AGRIBUSINESS;-;-;-;-;-;-;-;-;21,85;-;-;-;-;-;-;-
BGIF26C031600;BRBMEFBC0114;AGRIBUSINESS;-;-;-;-;-;-;-;-;3,64;-;-;-;-;-;-;-
BGIF26C031700;BRBMEFBC0122;AGRIBUSINESS;-;-;-;-;-;-;-;-;3,06;-;-;-;-;-;-;-
BGIF26C031800;BRBMEFBC0130;AGRIBUSINESS;-;-;-;-;-;-;-;-;2,54;-;-;-;-;-;-;-
BGIF26P031600;BRBMEFBF00F3;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,8;-;-;-;-;-;-;-
BGIF26P031700;BRBMEFBF00G1;AGRIBUSINESS;-;-;-;-;-;-;-;-;2,22;-;-;-;-;-;-;-
BGIF26P031800;BRBMEFBF00H9;AGRIBUSINESS;-;-;-;-;-;-;-;-;2,69;-;-;-;-;-;-;-
BGIF26C031900;BRBMEFBC0148;AGRIBUSINESS;-;-;-;-;-;-;-;-;2,1;-;-;-;-;-;-;-
BGIF26C033100;BRBMEFBC0155;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,16;-;-;-;-;-;-;-
BGIF26C033300;BRBMEFBC0163;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,09;-;-;-;-;-;-;-
BGIF26P031900;BRBMEFBF00I7;AGRIBUSINESS;-;-;-;-;-;-;-;-;3,24;-;-;-;-;-;-;-
BGIF26P033100;BRBMEFBF00J5;AGRIBUSINESS;-;-;-;-;-;-;-;-;13,23;-;-;-;-;-;-;-
BGIF26P033300;BRBMEFBF00K3;AGRIBUSINESS;-;-;-;-;-;-;-;-;15,14;-;-;-;-;-;-;-
BGIF26C033400;BRBMEFBC0171;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,07;-;-;-;-;-;-;-
BGIF26C033600;BRBMEFBC0189;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,03;-;-;-;-;-;-;-
BGIF26C033700;BRBMEFBC0197;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,02;-;-;-;-;-;-;-
BGIF26P033400;BRBMEFBF00L1;AGRIBUSINESS;-;-;-;-;-;-;-;-;16,11;-;-;-;-;-;-;-
BGIF26P033600;BRBMEFBF00M9;AGRIBUSINESS;-;-;-;-;-;-;-;-;18,06;-;-;-;-;-;-;-
BGIF26P033700;BRBMEFBF00N7;AGRIBUSINESS;-;-;-;-;-;-;-;-;19,05;-;-;-;-;-;-;-
BGIF26C033800;BRBMEFBC01A9;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,02;-;-;-;-;-;-;-
BGIF26C033900;BRBMEFBC01B7;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P033800;BRBMEFBF00O5;AGRIBUSINESS;-;-;-;-;-;-;-;-;20,03;-;-;-;-;-;-;-
BGIF26P033900;BRBMEFBF00P2;AGRIBUSINESS;-;-;-;-;-;-;-;-;21,02;-;-;-;-;-;-;-
BGIG26C031000;BRBMEFCBGT55;AGRIBUSINESS;-;-;-;-;-;-;-;-;10,12;-;-;-;-;-;-;-
BGIG26C031500;BRBMEFCBGT63;AGRIBUSINESS;-;-;-;-;-;-;-;-;6,77;-;-;-;-;-;-;-
BGIG26C034500;BRBMEFCBGT71;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,25;-;-;-;-;-;-;-
BGIG26C035500;BRBMEFCBGT89;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,05;-;-;-;-;-;-;-
BGIG26P031000;BRBMEFVBGT52;AGRIBUSINESS;2,35;2,35;2,35;2,35;2,35;7,79;-;-;2;-;-;-;-;1;1;775,5
BGIG26P031500;BRBMEFVBGT60;AGRIBUSINESS;-;-;-;-;-;-;-;-;3,57;-;-;-;-;-;-;-
BGIG26P034500;BRBMEFVBGT78;AGRIBUSINESS;-;-;-;-;-;-;-;-;26,56;-;-;-;-;-;-;-
BGIG26P035500;BRBMEFVBGT86;AGRIBUSINESS;-;-;-;-;-;-;-;-;36,2;-;-;-;-;-;-;-
BGIG26C030500;BRBMEFCBGT97;AGRIBUSINESS;-;-;-;-;-;-;-;-;14,12;-;-;-;-;-;-;-
BGIG26C032500;BRBMEFCBGTA6;AGRIBUSINESS;-;-;-;-;-;-;-;-;2,48;-;-;-;3;-;-;-
BGIG26C033600;BRBMEFCBGTB4;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,71;-;-;-;-;-;-;-
BGIG26P030500;BRBMEFVBGT94;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,09;-;-;-;-;-;-;-
BGIG26P032500;BRBMEFVBGTA6;AGRIBUSINESS;-;-;-;-;-;-;-;-;9,12;-;-;-;-;-;-;-
BGIG26P033600;BRBMEFVBGTB4;AGRIBUSINESS;-;-;-;-;-;-;-;-;18,17;-;-;-;-;-;-;-
BGIH26C032500;BRBMEFCBHQ32;AGRIBUSINESS;-;-;-;-;-;-;-;-;4,93;-;-;-;-;-;-;-
BGIH26C036500;BRBMEFCBHQ40;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,22;-;-;-;-;-;-;-
BGIH26P032500;BRBMEFVBHQ39;AGRIBUSINESS;-;-;-;-;-;-;-;-;10,9;-;-;-;-;-;-;-
BGIH26P036500;BRBMEFVBHQ47;AGRIBUSINESS;-;-;-;-;-;-;-;-;45,07;-;-;-;-;-;-;-
BGIK26C032000;BRBMEFKB0023;AGRIBUSINESS;-;-;-;-;-;-;-;-;9,97;-;-;-;-;-;-;-
BGIK26P032000;BRBMEFBK0064;AGRIBUSINESS;-;-;-;-;-;-;-;-;10,02;-;-;-;-;-;-;-
BGIK26C033400;BRBMEFKB0031;AGRIBUSINESS;-;-;-;-;-;-;-;-;5,01;-;-;-;-;-;-;-
BGIK26P033400;BRBMEFBK0072;AGRIBUSINESS;-;-;-;-;-;-;-;-;18,38;-;-;-;-;-;-;-
BGIG26C033500;BRBMEFCBGTC2;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,8;-;-;-;-;-;-;-
BGIG26P033500;BRBMEFVBGTC2;AGRIBUSINESS;-;-;-;-;-;-;-;-;17,28;-;-;-;-;-;-;-
BGIK26C033000;BRBMEFKB0049;AGRIBUSINESS;-;-;-;-;-;-;-;-;6,13;-;-;-;-;-;-;-
BGIK26P033000;BRBMEFBK0080;AGRIBUSINESS;-;-;-;-;-;-;-;-;15,69;-;-;-;-;-;-;-
BGIG26C029500;BRBMEFCBGTD0;AGRIBUSINESS;-;-;-;-;-;-;-;-;23,16;-;-;-;-;-;-;-
BGIG26P029500;BRBMEFVBGTD0;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,29;-;-;-;-;-;-;-
BGIH26C029000;BRBMEFCBHQ57;AGRIBUSINESS;-;-;-;-;-;-;-;-;28,68;-;-;-;-;-;-;-
BGIH26P029000;BRBMEFVBHQ54;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,65;-;-;-;-;-;-;-
BGIF26C035500;BRBMEFBC01C5;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P035500;BRBMEFBF00Q0;AGRIBUSINESS;-;-;-;-;-;-;-;-;36,91;-;-;-;-;-;-;-
BGIF26C034200;BRBMEFBC01D3;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26C034600;BRBMEFBC01E1;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26C034800;BRBMEFBC01F8;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P034200;BRBMEFBF00R8;AGRIBUSINESS;-;-;-;-;-;-;-;-;23,99;-;-;-;-;-;-;-
BGIF26P034600;BRBMEFBF00S6;AGRIBUSINESS;-;-;-;-;-;-;-;-;27,97;-;-;-;-;-;-;-
BGIF26P034800;BRBMEFBF00T4;AGRIBUSINESS;-;-;-;-;-;-;-;-;29,95;-;-;-;-;-;-;-
BGIG26C034100;BRBMEFCBGTE8;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,41;-;-;-;-;-;-;-
BGIG26P034100;BRBMEFVBGTE8;AGRIBUSINESS;-;-;-;-;-;-;-;-;22,78;-;-;-;-;-;-;-
BGIH26C033900;BRBMEFCBHQ65;AGRIBUSINESS;-;-;-;-;-;-;-;-;1,8;-;-;-;-;-;-;-
BGIH26P033900;BRBMEFVBHQ62;AGRIBUSINESS;-;-;-;-;-;-;-;-;21,38;-;-;-;-;-;-;-
BGIF26C035300;BRBMEFBC01G6;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,01;-;-;-;-;-;-;-
BGIF26P035300;BRBMEFBF00U2;AGRIBUSINESS;-;-;-;-;-;-;-;-;34,92;-;-;-;-;-;-;-
BGIF26C032900;BRBMEFBC01H4;AGRIBUSINESS;-;-;-;-;-;-;-;-;0,25;-;-;-;-;-;-;-
BGIF26P032900;BRBMEFBF00V0;AGRIBUSINESS;-;-;-;-;-;-;-;-;11,33;-;-;-;-;-;-;-
BGIH26C031900;BRBMEFCBHQ73;AGRIBUSINESS;-;-;-;-;-;-;-;-;7,37;-;-;-;-;-;-;-
BGIH26P031900;BRBMEFVBHQ70;AGRIBUSINESS;9,48;9,48;9,48;9,48;9,48;78,86;-;-;7,51;-;-;-;-;1;10;31284
